"","ID","Surname","Given","IntlWW40","IntlWW50","IntlWW60"
"1725","ICUS1729","Sodipo","John Olubi",NA,NA,NA
"1726","ICUS1730","Soemardjan","Selo",NA,NA,NA
"1727","ICUS1731","Soffen","Gerald A.",NA,NA,NA
"1728","ICUS1732","Soleri","Paolo",NA,"B1919-06-21","B1919-06-21"
"1729","ICUS1733","Soll","Ivan",NA,NA,NA
"1730","ICUS1734","Solomon","Lawrence Norval",NA,NA,NA
"1731","ICUS1735","Somit","Albert",NA,NA,NA
"1732","ICUS1736","Sommer","John W.",NA,NA,NA
"1733","ICUS1737","Sommeria","Joel",NA,NA,NA
"1734","ICUS1738","Sonbol","Amira El-Azhari",NA,NA,NA
"1735","ICUS1739","Sonneman","Ulrich",NA,NA,NA
"1736","ICUS1740","Sontag","Frederick Earl",NA,NA,NA
"1737","ICUS1741","Sooklal","Anil",NA,NA,NA
"1738","ICUS1742","Sorbom","Per",NA,NA,NA
"1739","ICUS1743","Soriano","Fernando I.",NA,NA,NA
"1740","ICUS1744","Sotomayor","Marta",NA,NA,NA
"1741","ICUS1745","Soyfer","Valery Nikolayevich",NA,NA,NA
"1742","ICUS1746","Spedding","Frank Harold","B1902-10-22",NA,NA
"1743","ICUS1747","Spence","John Arnott",NA,NA,NA
"1744","ICUS1748","Sperry","Roger Wolcott","B1913-08-20","B1913-08-20",NA
"1745","ICUS1749","Spiridakis","John N.",NA,NA,NA
"1746","ICUS1750","Spivak","Dmitri Leonidovich",NA,NA,NA
"1747","ICUS1751","Spohn","Roberta R.",NA,NA,NA
"1748","ICUS1752","Spoto","Peter John",NA,NA,NA
"1749","ICUS1753","Spreng","Daniel Theodor",NA,NA,NA
"1750","ICUS1754","Spring","Anita",NA,NA,NA
"1751","ICUS1755","Springer","Georg F.",NA,NA,NA
"1752","ICUS1756","Spurgin","Hugh",NA,NA,NA
"1753","ICUS1757","Srinivasan","Mangalam",NA,NA,NA
"1754","ICUS1758","St. John","Donald Patrick",NA,NA,NA
"1755","ICUS1759","Stachow","Ulrich",NA,NA,NA
"1756","ICUS1760","Stanhill","Gerald",NA,NA,NA
"1757","ICUS1761","Stannett","Vivian Thomas",NA,NA,NA
"1758","ICUS1762","Staples","Robert",NA,NA,NA
"1759","ICUS1763","Stapp","Henry Pierce",NA,NA,NA
"1760","ICUS1764","Staub","Jacob Joseph",NA,NA,NA
"1761","ICUS1765","Stearns","Peter Nathaniel",NA,NA,NA
"1762","ICUS1766","Stehling","Kurt Richard",NA,NA,NA
"1763","ICUS1767","Stengers","Isabelle",NA,NA,NA
"1764","ICUS1768","Stent","Gunther Siegmund",NA,"B1924-03-28","B1924-03-28"
"1765","ICUS1769","Stephane","Robert",NA,NA,NA
"1766","ICUS1770","Stevens","Evelyn V.",NA,NA,NA
"1767","ICUS1771","Stewart","Edward C.",NA,NA,NA
"1768","ICUS1772","Stiebing Jr","William Henry",NA,NA,NA
"1769","ICUS1773","Stoessinger","John George",NA,NA,NA
"1770","ICUS1774","Stokstad","Marilyn Jane",NA,NA,NA
"1771","ICUS1775","Stolnitz","George J.",NA,NA,NA
"1772","ICUS1776","Strasser","Gabor",NA,NA,NA
"1773","ICUS1777","Strehler","Bernard Louis",NA,NA,NA
"1774","ICUS1778","Stridbeck","Bolof",NA,NA,NA
"1775","ICUS1779","Strohman","Richard C.",NA,NA,NA
"1776","ICUS1780","Stroke","George Wilhelm",NA,NA,NA
"1777","ICUS1781","Stromberg","Joseph Robert",NA,NA,NA
"1778","ICUS1782","Stromseth","Walter A.",NA,NA,NA
"1779","ICUS1783","Stroumsa","Gedaliahu A. Guy",NA,NA,NA
"1780","ICUS1784","Subrahmanyam","Krishnaswamy",NA,"?B1924-02-05",NA
"1781","ICUS1785","Sudarshan","Ennackel Chandy George",NA,NA,NA
"1782","ICUS1786","Sukhatme","Pandurang Vasudeo",NA,NA,NA
"1783","ICUS1787","Sulaiman","Sadek Jawad",NA,NA,NA
"1784","ICUS1788","Sulayman","Abdulhamid Abu",NA,NA,NA
"1785","ICUS1789","Sullivan","Michael",NA,NA,NA
"1786","ICUS1790","Sun","Heng-Lun",NA,NA,NA
"1787","ICUS1791","Sundberg","Jacob W. F.",NA,NA,NA
"1788","ICUS1792","Suessmann","Georg",NA,NA,NA
"1789","ICUS1793","Sussman","Marvin B.",NA,NA,NA
"1790","ICUS1795","Suttmeier","Richard P.",NA,NA,NA
"1791","ICUS1796","Suzuki","David Takayoshi",NA,NA,NA
"1792","ICUS1797","Suzuki","Shuji",NA,NA,NA
"1793","ICUS1798","Szabolcsi","Miklos",NA,"B1921-03-03","B1921-03-03"
"1794","ICUS1799","Szalai","Alexander",NA,NA,NA
"1795","ICUS1800","Szent-Gyorgyi","Albert","B1893-09-16","B1893-09-16",NA
"1796","ICUS1801","Takada","Akikazu",NA,NA,NA
"1797","ICUS1802","Takahashi","Hikoji",NA,NA,NA
"1798","ICUS1803","Takahashi","Masaru",NA,NA,NA
"1799","ICUS1804","Takahashi","Yumiko",NA,NA,NA
"1800","ICUS1805","Takaki","Ryuji",NA,NA,NA
"1801","ICUS1806","Takatsuji","Masamoto",NA,NA,NA
"1802","ICUS1807","Takeda","Katsuhiko",NA,NA,NA
"1803","ICUS1808","Takeda","Shuzaburo",NA,NA,NA
"1804","ICUS1809","Takeuchi","Seiji",NA,NA,NA
"1805","ICUS1810","Takino","Yoshinori",NA,NA,NA
"1806","ICUS1811","Tan","Nalia",NA,NA,NA
"1807","ICUS1812","Tan","Tai Wei",NA,NA,NA
"1808","ICUS1813","Tanabe","Jennifer P.",NA,NA,NA
"1809","ICUS1814","Tanifuji","Shozo",NA,NA,NA
"1810","ICUS1815","Tanner","Neil",NA,NA,NA
"1811","ICUS1816","Tart","Charles T.",NA,NA,NA
"1812","ICUS1817","Tavel","Morton A.",NA,NA,NA
"1813","ICUS1818","Tax","Sol","B1907-10-30","B1907-10-30",NA
"1814","ICUS1819","Taylor","Alastair MacDonald",NA,NA,NA
"1815","ICUS1820","Taylor","Gordon Ramsay Rattray",NA,NA,NA
"1816","ICUS1821","Taylor","Harold",NA,NA,NA
"1817","ICUS1822","Taylor","John Gerald",NA,NA,NA
"1818","ICUS1823","Tejada-de-Rivero","David Alejandro",NA,NA,NA
"1819","ICUS1824","Tejera","Victorino",NA,NA,NA
"1820","ICUS1825","Meulen","Rudolf Hubertus Jozef ter",NA,NA,NA
"1821","ICUS1826","Terada","Kazuo",NA,NA,NA
"1822","ICUS1827","Teshima","Jacob Yuroh",NA,NA,NA
"1823","ICUS1828","Thieme","Hans Jörg",NA,NA,NA
"1824","ICUS1829","Thomas","Lewis",NA,"B1913-11-25",NA
"1825","ICUS1830","Thomas","Robert Murray",NA,NA,NA
"1826","ICUS1831","Thomlinson","Paul",NA,NA,NA
"1827","ICUS1832","Thompson","Henry O.",NA,NA,NA
"1828","ICUS1833","Thompson","Joyce E.",NA,NA,NA
"1829","ICUS1834","Thomson","George Paget",NA,NA,NA
"1830","ICUS1835","Thorhaug","Anitra",NA,NA,NA
"1831","ICUS1836","Thorpe","William Homan","B1902-04-01",NA,NA
"1832","ICUS1837","Thring","Meredith Wooldridge",NA,NA,NA
"1833","ICUS1838","Thulstrup","Niels",NA,NA,NA
"1834","ICUS1839","Thurston","Linda P.",NA,NA,NA
"1835","ICUS1840","Tietzel","Manfred",NA,NA,NA
"1836","ICUS1841","Tilton","John Elvin",NA,NA,NA
"1837","ICUS1842","Titma","Mikk",NA,NA,NA
"1838","ICUS1843","Toba","Kin'ichiro",NA,NA,NA
"1839","ICUS1844","Todorovich","Miro",NA,NA,NA
"1840","ICUS1845","Tolbert","Charles R.",NA,NA,NA
"1841","ICUS1846","Toll","John S.",NA,NA,NA
"1842","ICUS1847","Tóth","Esther",NA,NA,NA
"1843","ICUS1848","Totter","John Randolph",NA,NA,NA
"1844","ICUS1849","Toyoda","Toshio",NA,NA,NA
"1845","ICUS1850","Treadgold","Donald Warren",NA,NA,NA
"1846","ICUS1851","Trefethen","Lloyd MacGregor",NA,NA,NA
"1847","ICUS1852","Trenn","Thaddeus Joseph",NA,NA,NA
"1848","ICUS1853","Trevarthen","Colwyn Boyd‏",NA,NA,NA
"1849","ICUS1854","Trimble","Virginia Louise",NA,NA,NA
"1850","ICUS1855","Trinklein","Frederick Ernst",NA,NA,NA
"1851","ICUS1856","Tripathi","Gaya Charan",NA,NA,NA
"1852","ICUS1857","Trivers","Robert Ludlow",NA,NA,NA
"1853","ICUS1858","Trocmé","Etienne",NA,NA,NA
"1854","ICUS1859","Trost","Jan E.",NA,NA,NA
"1855","ICUS1860","Trounson","Alan O.‏",NA,NA,NA
"1856","ICUS1861","Tsirpanlis","Constantine N.",NA,NA,NA
"1857","ICUS1862","Tsueshita","Ryuei",NA,NA,NA
"1858","ICUS1863","Tsutsui","Minoru",NA,NA,NA
"1859","ICUS1864","Tucker","Carolyn M.",NA,NA,NA
"1860","ICUS1865","Tucker","John",NA,NA,NA
"1861","ICUS1866","Tullock","Gordon",NA,NA,NA
"1862","ICUS1867","Turan","Ilter",NA,NA,NA
"1863","ICUS1868","Turfus","Colin",NA,NA,NA
"1864","ICUS1869","Turner","Frederick Hodson",NA,NA,NA
"1865","ICUS1870","Turowicz","Jerzy",NA,NA,NA
"1866","ICUS1871","Turton","Richard John",NA,NA,NA
"1867","ICUS1872","Tyler","Christopher W.",NA,NA,NA
"1868","ICUS1873","Uffenheimer","Benjamin",NA,NA,NA
"1869","ICUS1874","Ulam","Stanislaw Marcin","B1909-04-13",NA,NA
"1870","ICUS1875","Underwood","Richard A.",NA,NA,NA
"1871","ICUS1876","Unwin","Thomas",NA,NA,NA
"1872","ICUS1877","Urbanski","Tadeusz","B1901-10-26",NA,NA
"1873","ICUS1878","Urey","Harold Clayton","B1893-04-29",NA,NA
"1874","ICUS1879","Usmani","Ishrat Husain","B1917-04-15","B1917-04-15",NA
"1875","ICUS1880","Ustay","Ali H.",NA,NA,NA
"1876","ICUS1881","Vachani","Mochan",NA,NA,NA
"1877","ICUS1882","Vahanian","Gabriel",NA,NA,NA
"1878","ICUS1883","Vallentyne","John R.",NA,NA,NA
"1879","ICUS1884","van den Dungen","Peter",NA,NA,NA
"1880","ICUS1885","Vardar","Yusuf",NA,NA,NA
"1881","ICUS1886","Varma","Vijaya S.",NA,NA,NA
"1882","ICUS1887","Vasconcellos","Jose Inacio Cotrim",NA,NA,NA
"1883","ICUS1888","Vatsyayan","Kapila Malik",NA,NA,NA
"1884","ICUS1889","Vattimo","Gianni",NA,NA,NA
"1885","ICUS1890","Vaux","Kenneth Lester",NA,NA,NA
"1886","ICUS1891","Costa","Rubens Vaz da",NA,NA,NA
"1887","ICUS1892","Veevers","Jean E.",NA,NA,NA
"1888","ICUS1893","Vejs","Janis Nameisis",NA,NA,NA
"1889","ICUS1894","Velarde","Manuel García",NA,NA,NA
"1890","ICUS1895","Velikhov","Evgeniĭ Pavlovich",NA,NA,NA
"1891","ICUS1896","Ver Eecke","Wilfried",NA,NA,NA
"1892","ICUS1897","Vernon","Glenn Morley",NA,NA,NA
"1893","ICUS1898","Versailles","David W.",NA,NA,NA
"1894","ICUS1899","Vibert","Frank",NA,NA,NA
"1895","ICUS1900","Vickers","Charles Geoffrey",NA,NA,NA
"1896","ICUS1901","Vidor","Ferenc",NA,NA,NA
"1897","ICUS1902","Villee","Claude Alvin",NA,NA,NA
"1898","ICUS1903","Vivas","Eliseo",NA,NA,NA
"1899","ICUS1904","Voisin","Carol",NA,NA,NA
"1900","ICUS1905","Volkoff","George Michael",NA,NA,NA
"1901","ICUS1906","Vollmer","Gerhard",NA,NA,NA
"1902","ICUS1907","Euler","Ulf Svante von","B1905-02-07",NA,NA
"1903","ICUS1908","Hoerner","Sebastian von",NA,NA,NA
"1904","ICUS1909","Meyenn","Karl von",NA,NA,NA
"1905","ICUS1910","Stackelberg","Karl-Georg von",NA,NA,NA
"1906","ICUS1911","Studnitz","Wilfried von",NA,NA,NA
"1907","ICUS1912","Weizsäcker","Carl Friedrich von",NA,NA,NA
"1908","ICUS1913","Weizsäcker","Ernst Ulrich von",NA,NA,NA
"1909","ICUS1914","Waardenburg","Jacques",NA,NA,NA
"1910","ICUS1915","Wagaw","Teshome G.",NA,NA,NA
"1911","ICUS1916","Wagner","Karel",NA,NA,NA
"1912","ICUS1917","Waite","Donald E.",NA,NA,NA
"1913","ICUS1918","Walbot","Virginia E.",NA,NA,NA
"1914","ICUS1919","Waldrip","Jack",NA,NA,NA
"1915","ICUS1920","Walker","John G.",NA,NA,NA
"1916","ICUS1921","Wallner","Friedrich G.",NA,NA,NA
"1917","ICUS1922","Walsh","Don","B1931","B1931","B1931"
"1918","ICUS1923","Walsh","Thomas G.",NA,NA,NA
"1919","ICUS1924","Walter","Edward",NA,NA,NA
"1920","ICUS1925","Walter","Tony",NA,NA,NA
"1921","ICUS1926","Walton","Ernest Thomas Sinton","B1903-10-06","B1903-10-06",NA
"1922","ICUS1927","Wanekaya","Alice N.",NA,NA,NA
"1923","ICUS1928","Wang","Chun-Tsung",NA,NA,NA
"1924","ICUS1929","Wang","Wei-Kung",NA,NA,NA
"1925","ICUS1930","Wang","Wei-Nong",NA,NA,NA
"1926","ICUS1931","Ward","Thomas Joseph",NA,NA,NA
"1927","ICUS1932","Warner","Clifford Terry",NA,NA,NA
"1928","ICUS1933","Warner","Edward Allen",NA,NA,NA
"1929","ICUS1934","Washburn","Dorothy Koster",NA,NA,NA
"1930","ICUS1935","Watanabe","Hisayoshi",NA,NA,NA
"1931","ICUS1936","Watanuki","Kunihiko",NA,NA,NA
"1932","ICUS1937","Watkins","John William Nevill",NA,NA,NA
"1933","ICUS1938","Watson","Andrew James",NA,NA,NA
"1934","ICUS1939","Weber","Joseph",NA,NA,NA
"1935","ICUS1940","Webster-Bukovsky","Marion Elizabeth",NA,NA,NA
"1936","ICUS1941","Webster","Richard T.",NA,NA,NA
"1937","ICUS1942","Weede","Erich H.",NA,NA,NA
"1938","ICUS1943","Weidemann","Celia Jean",NA,NA,NA
"1939","ICUS1944","Weidemann","Wesley",NA,NA,NA
"1940","ICUS1945","Weidlich","Wolfgang",NA,NA,NA
"1941","ICUS1946","Weiler","Gershom",NA,NA,NA
"1942","ICUS1947","Weimer","Walter B.",NA,NA,NA
"1943","ICUS1948","Weinberg","Alvin Martin","B1915-04-20","B1915-04-20","B1915-04-20"
"1944","ICUS1949","Weiner","Anthony Janoff",NA,NA,NA
"1945","ICUS1950","Weiss","Paul Alfred","B1898-03-21","B1898-03-21",NA
"1946","ICUS1951","Wells","Jonathan",NA,NA,NA
"1947","ICUS1952","Wen","Dazhong",NA,NA,NA
"1948","ICUS1953","Werblowsky","Raphael Jehudah Zwi",NA,NA,NA
"1949","ICUS1954","Wescott","Hilja",NA,NA,NA
"1950","ICUS1955","Wescott","Roger Williams",NA,NA,NA
"1951","ICUS1956","White","Nicholas Perry",NA,NA,NA
"1952","ICUS1957","White","Robert Joseph",NA,NA,NA
"1953","ICUS1958","Whitehead","Donald Henry",NA,NA,NA
"1954","ICUS1959","Whittemore","Abel Arvizú",NA,NA,NA
"1955","ICUS1960","Wickramasinghe","Nalin Chandra",NA,"B1939-01-20","B1939-01-20"
"1956","ICUS1961","Wielemans","Willy",NA,NA,NA
"1957","ICUS1962","Wigner","Eugene Paul","B1902-11-17","B1902-11-17",NA
"1958","ICUS1963","Wijeratne","Bryan",NA,NA,NA
"1959","ICUS1964","Willard","Beatrice E.",NA,NA,NA
"1960","ICUS1965","Willem","Jean-Pierre",NA,NA,NA
"1961","ICUS1966","Williams","Max L.",NA,NA,NA
"1962","ICUS1967","Williams","Robley Cook","B1908-10-13","B1908-10-13",NA
"1963","ICUS1968","Williamson","David Theodore Nelson",NA,"B1923-02-15",NA
"1964","ICUS1969","Huber","Margaret Holmes Williamson",NA,NA,NA
"1965","ICUS1970","Wilson","Andrew Murray",NA,NA,NA
"1966","ICUS1971","Wilson","Nancy Lee",NA,NA,NA
"1967","ICUS1972","Wilson","R. Ward",NA,NA,NA
"1968","ICUS1973","Wiltshire","Winthrop",NA,NA,NA
"1969","ICUS1974","Winings","Kathy",NA,NA,NA
"1970","ICUS1975","Winkler","Ruthild",NA,NA,NA
"1971","ICUS1976","Winston","Robert Maurice Lipson",NA,NA,"?B1940-07-15"
"1972","ICUS1977","Winterberger","Andreas Kaspar",NA,NA,NA
"1973","ICUS1978","Wisdom","John Oulton",NA,NA,NA
"1974","ICUS1979","Wittwer","Sylvan Harold",NA,NA,NA
"1975","ICUS1980","Wohlmuth","Paul C.",NA,NA,NA
"1976","ICUS1981","Wojciechowski","Jerzy Antoni",NA,NA,NA
"1977","ICUS1982","Wold","Herman Ole Andreaas","B1908-12-25","B1908-12-25",NA
"1978","ICUS1983","Wolf","Stewart George",NA,NA,NA
"1979","ICUS1984","Wolfram","Eddie",NA,NA,NA
"1980","ICUS1985","Won","Woo-Hyun",NA,NA,NA
"1981","ICUS1986","Woo","Peter Kun Yu",NA,NA,NA
"1982","ICUS1987","Wood","Richard E.",NA,NA,NA
"1983","ICUS1988","Woodard","Calvin",NA,NA,NA
"1984","ICUS1989","Woody","Susan Minot",NA,NA,NA
"1985","ICUS1990","Wool","Ira G.",NA,NA,NA
"1986","ICUS1991","Wren","George R.",NA,NA,NA
"1987","ICUS1992","Wright","Paul Kenneth",NA,NA,NA
"1988","ICUS1993","Wuketits","Franz Manfred",NA,NA,NA
"1989","ICUS1994","Wyss","Peter",NA,NA,NA
"1990","ICUS1995","Xu","Lanxu",NA,NA,NA
"1991","ICUS1996","Xuto","Somsakdi",NA,NA,NA
"1992","ICUS1997","Vijil Tardón","Camilo",NA,NA,NA
"1993","ICUS1998","Yamaguchi","Hikoyuki",NA,NA,NA
"1994","ICUS1999","Yamamoto","Kenzo",NA,NA,NA
"1995","ICUS2000","Yamamoto","Makoto",NA,NA,NA
"1996","ICUS2001","Yamamoto","Nobuhito",NA,NA,NA
"1997","ICUS2002","Yamaori","Tetsuo",NA,NA,NA
"1998","ICUS2003","Yamazawa","Ippei",NA,NA,NA
"1999","ICUS2004","Yamazawa","Shingo",NA,NA,NA
"2000","ICUS2005","Yang","Zu-Zan",NA,NA,NA
"2001","ICUS2006","Yankov","Alexander","B1924-06-22","B1924-06-22",NA
"2002","ICUS2007","Yao","Xinzhong",NA,NA,NA
"2003","ICUS2008","Yaran","Cafer Sadık",NA,NA,NA
"2004","ICUS2009","Yazzie","Ethelou",NA,NA,NA
"2005","ICUS2010","Yeh","Si-Jung",NA,NA,NA
"2006","ICUS2011","Yehuda","Shlomo",NA,NA,NA
"2007","ICUS2012","Yi","Pyong-Do",NA,NA,NA
"2008","ICUS2013","Yilmaz","Huseyin",NA,NA,NA
"2009","ICUS2014","Yoo","Jong Youl",NA,NA,NA
"2010","ICUS2015","Yoo","Kyung-Jin",NA,NA,NA
"2011","ICUS2016","Yoon","Se-won",NA,NA,NA
"2012","ICUS2017","Yoshida","Natsuhiko",NA,NA,NA
"2013","ICUS2018","Yoshimura","Toru",NA,NA,NA
"2014","ICUS2019","Young","Hewitt Hartley",NA,NA,NA
"2015","ICUS2020","Yovel","Yirmiahu",NA,NA,NA
"2016","ICUS2021","Yu","Timothy",NA,NA,NA
"2017","ICUS2022","Yuize","Yasuhiko",NA,NA,NA
"2018","ICUS2023","Yura","Shigeru",NA,NA,NA
"2019","ICUS2024","Zadeh","Lotfi Asker",NA,NA,NA
"2020","ICUS2025","Zahedi","Hamid",NA,NA,NA
"2021","ICUS2026","Zaim","Sabahaddin",NA,NA,NA
"2022","ICUS2027","Zaleski","Casimir Pierre",NA,NA,NA
"2023","ICUS2028","Zallen","Harold",NA,NA,NA
"2024","ICUS2029","Zaman","M. Raquibuz",NA,NA,NA
"2025","ICUS2030","Zamora","Mario Dimarucut",NA,NA,NA
"2026","ICUS2031","Zapotoczky","Klaus",NA,NA,NA
"2027","ICUS2032","Zebroski","Edwin Leopold",NA,NA,NA
"2028","ICUS2033","Zediker","Phillip L.",NA,NA,NA
"2029","ICUS2034","Zeh","Heinz Dieter",NA,NA,NA
"2030","ICUS2035","Zelvys","Rimantas",NA,NA,NA
"2031","ICUS2036","Zettersten","Arne",NA,NA,NA
"2032","ICUS2037","Zhao","Ruan Jin",NA,NA,NA
"2033","ICUS2038","Zhou","Wenzhang",NA,NA,NA
"2034","ICUS2039","Ziade","Maan",NA,NA,NA
"2035","ICUS2040","Zichichi","Antonino",NA,"B1929-10-15",NA
"2036","ICUS2041","Zippe","Gernot",NA,NA,NA
"2037","ICUS2042","Zolla","Elemiré",NA,NA,NA
"2038","ICUS2043","Zoppo","Ciro Elliott",NA,NA,NA
"2039","ICUS2044","Zraket","Charles A.",NA,NA,NA
"2040","ICUS2045","Zucker","Alexander",NA,NA,NA
"2041","ICUS2046","Fells","Ian",NA,NA,NA
"2042","ICUS2047","Gomez Azcarate Ramirez","Elias",NA,NA,NA
"2043","ICUS2048","Kogane","Yoshihiro",NA,NA,NA
"2044","ICUS2049","Pournelle","Jerry Eugene",NA,NA,NA
"2045","ICUS2050","Kurasha","Jameson",NA,NA,NA
"2046","ICUS2051","MacCormick","Neil",NA,NA,NA
"2047","ICUS2052","Machida","Yutaka",NA,NA,NA
"2048","ICUS2053","Sivaraman","Krishna",NA,NA,NA
"2049","ICUS2054","Turner","Frederick Clair",NA,NA,NA
